,path,prediction
1081,D:/CS4243_miniproj/captcha_img/test\kaq2m3-0.png,il11iiiuiililiii
1082,D:/CS4243_miniproj/captcha_img/test\vbj0ok-0.png,iciili
1083,D:/CS4243_miniproj/captcha_img/test\uow8r-0.png,iiiii
1084,D:/CS4243_miniproj/captcha_img/test\09popm-0.png,vviiii
1085,D:/CS4243_miniproj/captcha_img/test\j6g1a0gw-0.png,iiiilllu
1086,D:/CS4243_miniproj/captcha_img/test\ojfqa585-0.png,ii1iilil
1087,D:/CS4243_miniproj/captcha_img/test\v932erc-0.png,1i1iiii
1088,D:/CS4243_miniproj/captcha_img/test\xxboh2p-0.png,iiiiili
1089,D:/CS4243_miniproj/captcha_img/test\ofb9-0.png,ii1i
1090,D:/CS4243_miniproj/captcha_img/test\aogwhj3y-0.png,jllii1ii
1091,D:/CS4243_miniproj/captcha_img/test\07oj-0.png,iiii
1092,D:/CS4243_miniproj/captcha_img/test\dzjzg-0.png,lliiiiil
1093,D:/CS4243_miniproj/captcha_img/test\qtdwom-0.png,lli1iii
1094,D:/CS4243_miniproj/captcha_img/test\5z4z-0.png,iili
1095,D:/CS4243_miniproj/captcha_img/test\n1n1-0.png,iiil
1096,D:/CS4243_miniproj/captcha_img/test\gzwi3-0.png,iiiil
1097,D:/CS4243_miniproj/captcha_img/test\ldjy-0.png,iiii
1098,D:/CS4243_miniproj/captcha_img/test\5rnv1ah1-0.png,iiljlilji
1099,D:/CS4243_miniproj/captcha_img/test\2d76-0.png,jii1
1100,D:/CS4243_miniproj/captcha_img/test\9pzd05-0.png,iliiii
1101,D:/CS4243_miniproj/captcha_img/test\4ofpfnr-0.png,1illiiii
1102,D:/CS4243_miniproj/captcha_img/test\o8y4m-0.png,llli
1103,D:/CS4243_miniproj/captcha_img/test\lsapv-0.png,jii1ii
1104,D:/CS4243_miniproj/captcha_img/test\mc01-0.png,il
1105,D:/CS4243_miniproj/captcha_img/test\kdpb-0.png,iii1ilrir1i1lii
1106,D:/CS4243_miniproj/captcha_img/test\lma875y-0.png,iijllii
1107,D:/CS4243_miniproj/captcha_img/test\ta77ta-0.png,iiliii
1108,D:/CS4243_miniproj/captcha_img/test\lbgz0ns-0.png,1iiliii
1109,D:/CS4243_miniproj/captcha_img/test\hc0ulqk-0.png,ili
1110,D:/CS4243_miniproj/captcha_img/test\wv2lkwna-0.png,iiiiiuiii
1111,D:/CS4243_miniproj/captcha_img/test\a3am-0.png,iii1
1112,D:/CS4243_miniproj/captcha_img/test\x6g6ybr-0.png,ii1ililj
1113,D:/CS4243_miniproj/captcha_img/test\u2fa-0.png,ijijl
1114,D:/CS4243_miniproj/captcha_img/test\95ticg-0.png,1iliili
1115,D:/CS4243_miniproj/captcha_img/test\5g3zxw6n-0.png,iiiilili
1116,D:/CS4243_miniproj/captcha_img/test\m1six-0.png,ii1ii
1117,D:/CS4243_miniproj/captcha_img/test\wqtt-0.png,illi
1118,D:/CS4243_miniproj/captcha_img/test\tczbu-0.png,iiiii
1119,D:/CS4243_miniproj/captcha_img/test\z2cl9-0.png,ii1iu
1120,D:/CS4243_miniproj/captcha_img/test\c9azl-0.png,iiiii
1121,D:/CS4243_miniproj/captcha_img/test\qkcc0kg0-0.png,lililiil
1122,D:/CS4243_miniproj/captcha_img/test\4bvb5-0.png,1liii
1123,D:/CS4243_miniproj/captcha_img/test\bs8pvh-0.png,iiclii
1124,D:/CS4243_miniproj/captcha_img/test\c8lipq3q-0.png,iiliiiii
1125,D:/CS4243_miniproj/captcha_img/test\i5aa1-0.png,liiiil
1126,D:/CS4243_miniproj/captcha_img/test\ffeuj49-0.png,1llii1ijji
1127,D:/CS4243_miniproj/captcha_img/test\9abo-0.png,iiii
1128,D:/CS4243_miniproj/captcha_img/test\n5iq-0.png,iiliii
1129,D:/CS4243_miniproj/captcha_img/test\8z5y-0.png,i1ii
1130,D:/CS4243_miniproj/captcha_img/test\y1fto45-0.png,li1iili
1131,D:/CS4243_miniproj/captcha_img/test\p7qjg-0.png,iiiil
1132,D:/CS4243_miniproj/captcha_img/test\20ka8wmo-0.png,1iiiiiii
1133,D:/CS4243_miniproj/captcha_img/test\mlqf-0.png,ilii
1134,D:/CS4243_miniproj/captcha_img/test\2y43vf-0.png,iilj11
1135,D:/CS4243_miniproj/captcha_img/test\vlsqa-0.png,iiiii
1136,D:/CS4243_miniproj/captcha_img/test\ag2hnuw4-0.png,iilliill
1137,D:/CS4243_miniproj/captcha_img/test\rctny-0.png,iiiii
1138,D:/CS4243_miniproj/captcha_img/test\ajej-0.png,ii1i
1139,D:/CS4243_miniproj/captcha_img/test\1ulul-0.png,l1ili
1140,D:/CS4243_miniproj/captcha_img/test\i7hqc7-0.png,liiiiil
1141,D:/CS4243_miniproj/captcha_img/test\fdb0-0.png,1iii
1142,D:/CS4243_miniproj/captcha_img/test\0mgnhi-0.png,iii1iil
1143,D:/CS4243_miniproj/captcha_img/test\0fa6qtkn-0.png,iliii1ii
1144,D:/CS4243_miniproj/captcha_img/test\zswopu-0.png,1iclli
1145,D:/CS4243_miniproj/captcha_img/test\4d6ddrc-0.png,viiiil1
1146,D:/CS4243_miniproj/captcha_img/test\nkyzsr-0.png,iiiiii
1147,D:/CS4243_miniproj/captcha_img/test\7qz0lfx-0.png,liiiiii
1148,D:/CS4243_miniproj/captcha_img/test\0ilhsr2t-0.png,i1ili1ivi
1149,D:/CS4243_miniproj/captcha_img/test\57mwra-0.png,iiiili
1150,D:/CS4243_miniproj/captcha_img/test\5umc-0.png,lill
1151,D:/CS4243_miniproj/captcha_img/test\u4b0-0.png,ii1v
1152,D:/CS4243_miniproj/captcha_img/test\txjoqodg-0.png,iljliilil
1153,D:/CS4243_miniproj/captcha_img/test\o8aag-0.png,iulcii
1154,D:/CS4243_miniproj/captcha_img/test\jxm8lv-0.png,iii1iii
1155,D:/CS4243_miniproj/captcha_img/test\hcwgu-0.png,iilii
1156,D:/CS4243_miniproj/captcha_img/test\dstb9ae-0.png,lijiiii
1157,D:/CS4243_miniproj/captcha_img/test\urdsvx4-0.png,iiji1vi
1158,D:/CS4243_miniproj/captcha_img/test\wpj2o-0.png,j11il
1159,D:/CS4243_miniproj/captcha_img/test\pojl6z-0.png,iiliiil
1160,D:/CS4243_miniproj/captcha_img/test\5u24m-0.png,iiili
1161,D:/CS4243_miniproj/captcha_img/test\z3e7z0-0.png,i1uili
1162,D:/CS4243_miniproj/captcha_img/test\8jhd43-0.png,liiilli
1163,D:/CS4243_miniproj/captcha_img/test\08nxd77-0.png,iiii1ii
1164,D:/CS4243_miniproj/captcha_img/test\6uc8lxm-0.png,iiliii1
1165,D:/CS4243_miniproj/captcha_img/test\xmur-0.png,ll
1166,D:/CS4243_miniproj/captcha_img/test\abkn-0.png,lill
1167,D:/CS4243_miniproj/captcha_img/test\qejnaq-0.png,lluiliii
1168,D:/CS4243_miniproj/captcha_img/test\cukg-0.png,iuii
1169,D:/CS4243_miniproj/captcha_img/test\kqrl-0.png,illl
1170,D:/CS4243_miniproj/captcha_img/test\qh5udu-0.png,iliiii
1171,D:/CS4243_miniproj/captcha_img/test\9roi-0.png,ill11
1172,D:/CS4243_miniproj/captcha_img/test\w3dn-0.png,crii
1173,D:/CS4243_miniproj/captcha_img/test\ctwvndf2-0.png,liiiliic
1174,D:/CS4243_miniproj/captcha_img/test\2sp9gvbi-0.png,iilllii1
1175,D:/CS4243_miniproj/captcha_img/test\uobiz-0.png,ii1i1
1176,D:/CS4243_miniproj/captcha_img/test\hqo6slvr-0.png,iii1illu
1177,D:/CS4243_miniproj/captcha_img/test\uj33lkgd-0.png,1iliiiii
1178,D:/CS4243_miniproj/captcha_img/test\rrlkt-0.png,iicui
1179,D:/CS4243_miniproj/captcha_img/test\8dz3-0.png,i1ii
1180,D:/CS4243_miniproj/captcha_img/test\sh2wjt-0.png,i1iiiii1
1181,D:/CS4243_miniproj/captcha_img/test\j75a0u-0.png,ljiui1
1182,D:/CS4243_miniproj/captcha_img/test\xjtj3l0-0.png,liii1ljii
1183,D:/CS4243_miniproj/captcha_img/test\k5lutd-0.png,iiic1i
1184,D:/CS4243_miniproj/captcha_img/test\0v4o0p-0.png,i9iiii
1185,D:/CS4243_miniproj/captcha_img/test\ys0167-0.png,iillli
1186,D:/CS4243_miniproj/captcha_img/test\c8egw6f-0.png,iiiiiiiill1lilij
1187,D:/CS4243_miniproj/captcha_img/test\ibz7-0.png,ll1l
1188,D:/CS4243_miniproj/captcha_img/test\kt6v-0.png,lilu
1189,D:/CS4243_miniproj/captcha_img/test\zeivut8-0.png,lilliii
1190,D:/CS4243_miniproj/captcha_img/test\ml14a-0.png,iilii1u
1191,D:/CS4243_miniproj/captcha_img/test\4hty698-0.png,iiiiu1ii
1192,D:/CS4243_miniproj/captcha_img/test\kxahpbpi-0.png,iiiiiiji1
1193,D:/CS4243_miniproj/captcha_img/test\i23xg1a8-0.png,li1iiii1
1194,D:/CS4243_miniproj/captcha_img/test\9ky868f-0.png,liiiiil
1195,D:/CS4243_miniproj/captcha_img/test\wzo7j-0.png,ilii1i
1196,D:/CS4243_miniproj/captcha_img/test\5lqfxb-0.png,iiiljli
1197,D:/CS4243_miniproj/captcha_img/test\4otur3lm-0.png,iiiliiiu
1198,D:/CS4243_miniproj/captcha_img/test\evk9e1aa-0.png,icu1ii1ill
1199,D:/CS4243_miniproj/captcha_img/test\ja35h8-0.png,uuillii
1200,D:/CS4243_miniproj/captcha_img/test\lzjyzk9n-0.png,iliiilliiii
1201,D:/CS4243_miniproj/captcha_img/test\cwwtxxdn-0.png,icililii
1202,D:/CS4243_miniproj/captcha_img/test\vyw3-0.png,uiii
1203,D:/CS4243_miniproj/captcha_img/test\52cr-0.png,iiil
1204,D:/CS4243_miniproj/captcha_img/test\ne0kvc-0.png,cli1il
1205,D:/CS4243_miniproj/captcha_img/test\p43o3hs-0.png,iiij1ii
1206,D:/CS4243_miniproj/captcha_img/test\tgdt-0.png,liii
1207,D:/CS4243_miniproj/captcha_img/test\ilw0sni-0.png,1iiiiii
1208,D:/CS4243_miniproj/captcha_img/test\71uitis-0.png,i1ilii1
1209,D:/CS4243_miniproj/captcha_img/test\2cteaog-0.png,liillli
1210,D:/CS4243_miniproj/captcha_img/test\trejedm-0.png,ii1iilli
1211,D:/CS4243_miniproj/captcha_img/test\cc8am3d-0.png,riiriii
1212,D:/CS4243_miniproj/captcha_img/test\5xdkm-0.png,iiii1
1213,D:/CS4243_miniproj/captcha_img/test\ioyvyf86-0.png,il1jliii
1214,D:/CS4243_miniproj/captcha_img/test\tdzde-0.png,iilii
1215,D:/CS4243_miniproj/captcha_img/test\3psc-0.png,ilii
1216,D:/CS4243_miniproj/captcha_img/test\nle3tm-0.png,1liiicli
1217,D:/CS4243_miniproj/captcha_img/test\5mi1hb-0.png,lililii
1218,D:/CS4243_miniproj/captcha_img/test\2tyw3-0.png,llll
1219,D:/CS4243_miniproj/captcha_img/test\h4titb0-0.png,iuiiijii
1220,D:/CS4243_miniproj/captcha_img/test\up14719-0.png,lil1lil
1221,D:/CS4243_miniproj/captcha_img/test\dkpffz3i-0.png,iiiiiiliil
1222,D:/CS4243_miniproj/captcha_img/test\cnm7d0b-0.png,li1ill1
1223,D:/CS4243_miniproj/captcha_img/test\frg4r-0.png,ilili
1224,D:/CS4243_miniproj/captcha_img/test\asdrpxpf-0.png,iilijjij
1225,D:/CS4243_miniproj/captcha_img/test\vuei18-0.png,iii1vli
1226,D:/CS4243_miniproj/captcha_img/test\2c5ol-0.png,i1ril
1227,D:/CS4243_miniproj/captcha_img/test\0n5546-0.png,ll1ili
1228,D:/CS4243_miniproj/captcha_img/test\y95u-0.png,li1ii
1229,D:/CS4243_miniproj/captcha_img/test\ufgngs-0.png,iliiij
1230,D:/CS4243_miniproj/captcha_img/test\4y8s0ox-0.png,iiliiii
1231,D:/CS4243_miniproj/captcha_img/test\ncawwh-0.png,iiiiii
1232,D:/CS4243_miniproj/captcha_img/test\5rc37-0.png,lll
1233,D:/CS4243_miniproj/captcha_img/test\3ii4-0.png,iilliilili
1234,D:/CS4243_miniproj/captcha_img/test\thy7-0.png,ivili
1235,D:/CS4243_miniproj/captcha_img/test\cd7zah-0.png,i1ilii
1236,D:/CS4243_miniproj/captcha_img/test\8f37hk9-0.png,viliiil
1237,D:/CS4243_miniproj/captcha_img/test\exz3zi-0.png,1ii11l
1238,D:/CS4243_miniproj/captcha_img/test\whgainm-0.png,iiiii1i
1239,D:/CS4243_miniproj/captcha_img/test\e9gjyd61-0.png,lilii1iu
1240,D:/CS4243_miniproj/captcha_img/test\61mxp8b-0.png,ir1illl
1241,D:/CS4243_miniproj/captcha_img/test\f48b3-0.png,i1iii
1242,D:/CS4243_miniproj/captcha_img/test\w867z-0.png,lii11
1243,D:/CS4243_miniproj/captcha_img/test\9w2kf6-0.png,i1llll
1244,D:/CS4243_miniproj/captcha_img/test\hynvxdz-0.png,iii1liii1iiuliui
1245,D:/CS4243_miniproj/captcha_img/test\2k1xlp-0.png,iliiii
1246,D:/CS4243_miniproj/captcha_img/test\lhmd-0.png,1iii
1247,D:/CS4243_miniproj/captcha_img/test\6p9kg-0.png,iiiii
1248,D:/CS4243_miniproj/captcha_img/test\rb8lfn-0.png,lii1il
1249,D:/CS4243_miniproj/captcha_img/test\5qzyntfq-0.png,iiii1iii
1250,D:/CS4243_miniproj/captcha_img/test\8fhvr-0.png,lilii
1251,D:/CS4243_miniproj/captcha_img/test\nq4a7mvu-0.png,iliiilii
1252,D:/CS4243_miniproj/captcha_img/test\jm0ed-0.png,1iiiii
1253,D:/CS4243_miniproj/captcha_img/test\6nizx-0.png,jiiiii
1254,D:/CS4243_miniproj/captcha_img/test\tnrn3o2p-0.png,iiijiili
1255,D:/CS4243_miniproj/captcha_img/test\jrofo1b-0.png,liiliiii
1256,D:/CS4243_miniproj/captcha_img/test\v74se-0.png,jil1i
1257,D:/CS4243_miniproj/captcha_img/test\ydrtvf9-0.png,ililiij
1258,D:/CS4243_miniproj/captcha_img/test\w2s9-0.png,l111
1259,D:/CS4243_miniproj/captcha_img/test\dp8vc-0.png,1iiii
1260,D:/CS4243_miniproj/captcha_img/test\z9b8bq0y-0.png,ii1iiii1
1261,D:/CS4243_miniproj/captcha_img/test\sgwdjb-0.png,lijili
1262,D:/CS4243_miniproj/captcha_img/test\4hjvpr-0.png,i1ijici
1263,D:/CS4243_miniproj/captcha_img/test\5gz2f-0.png,iii1l1
1264,D:/CS4243_miniproj/captcha_img/test\2njlt4-0.png,1iiiill
1265,D:/CS4243_miniproj/captcha_img/test\3ov5w-0.png,illii
1266,D:/CS4243_miniproj/captcha_img/test\p8b2vg-0.png,clliiii
1267,D:/CS4243_miniproj/captcha_img/test\d0ughk-0.png,iuilii
1268,D:/CS4243_miniproj/captcha_img/test\95pcp5d-0.png,ilili1liii1
1269,D:/CS4243_miniproj/captcha_img/test\t7l7ebx-0.png,i1iill1
1270,D:/CS4243_miniproj/captcha_img/test\iwbeu-0.png,iii11
1271,D:/CS4243_miniproj/captcha_img/test\dlu4-0.png,1lli
1272,D:/CS4243_miniproj/captcha_img/test\2mvjsa-0.png,iiiill
1273,D:/CS4243_miniproj/captcha_img/test\ap7v1co5-0.png,iillli1i
1274,D:/CS4243_miniproj/captcha_img/test\uk7b-0.png,ii1i
1275,D:/CS4243_miniproj/captcha_img/test\euup-0.png,llii
1276,D:/CS4243_miniproj/captcha_img/test\e6n2vwe-0.png,lliijii
1277,D:/CS4243_miniproj/captcha_img/test\zbbm-0.png,iliiii
1278,D:/CS4243_miniproj/captcha_img/test\qg8rj-0.png,ii1ll
1279,D:/CS4243_miniproj/captcha_img/test\yjzvdy-0.png,iliilii
1280,D:/CS4243_miniproj/captcha_img/test\rv3io-0.png,1iiiii
1281,D:/CS4243_miniproj/captcha_img/test\aj0w0o-0.png,ii1iii
1282,D:/CS4243_miniproj/captcha_img/test\iq1t40-0.png,iiilll
1283,D:/CS4243_miniproj/captcha_img/test\6ezy-0.png,lili
1284,D:/CS4243_miniproj/captcha_img/test\uqvtzje-0.png,il1i1ll
1285,D:/CS4243_miniproj/captcha_img/test\ismzq-0.png,uiic1
1286,D:/CS4243_miniproj/captcha_img/test\n3ke-0.png,iiii
1287,D:/CS4243_miniproj/captcha_img/test\cvlz-0.png,ilii
1288,D:/CS4243_miniproj/captcha_img/test\9uvr0ib-0.png,cililil
1289,D:/CS4243_miniproj/captcha_img/test\6887qv-0.png,1ijiii
1290,D:/CS4243_miniproj/captcha_img/test\9d6a-0.png,ijii
1291,D:/CS4243_miniproj/captcha_img/test\pfwg-0.png,ill1
1292,D:/CS4243_miniproj/captcha_img/test\g1zxvopk-0.png,illrliil
1293,D:/CS4243_miniproj/captcha_img/test\yox16c9-0.png,iilli1l
1294,D:/CS4243_miniproj/captcha_img/test\i3jpjs-0.png,iijililii
1295,D:/CS4243_miniproj/captcha_img/test\eyk2zn91-0.png,1il1ii1i
1296,D:/CS4243_miniproj/captcha_img/test\zu5zt-0.png,iilil
1297,D:/CS4243_miniproj/captcha_img/test\swr16-0.png,i1iil
1298,D:/CS4243_miniproj/captcha_img/test\81dbfmjt-0.png,iiuiici11
1299,D:/CS4243_miniproj/captcha_img/test\br70-0.png,iiv1
1300,D:/CS4243_miniproj/captcha_img/test\ss659hx-0.png,iiiilii
1301,D:/CS4243_miniproj/captcha_img/test\jey85i-0.png,1iil1i
1302,D:/CS4243_miniproj/captcha_img/test\atwip0-0.png,l1iiii1
1303,D:/CS4243_miniproj/captcha_img/test\l21kptl-0.png,1liciii
1304,D:/CS4243_miniproj/captcha_img/test\d6jceo-0.png,1viiir
1305,D:/CS4243_miniproj/captcha_img/test\ib7372l-0.png,l11iliii
1306,D:/CS4243_miniproj/captcha_img/test\hvgp-0.png,liii
1307,D:/CS4243_miniproj/captcha_img/test\30znefk-0.png,iiijiil
1308,D:/CS4243_miniproj/captcha_img/test\fnbe5l-0.png,iriiji
1309,D:/CS4243_miniproj/captcha_img/test\6u702jo-0.png,illilii
1310,D:/CS4243_miniproj/captcha_img/test\2gbiw7-0.png,liilii
1311,D:/CS4243_miniproj/captcha_img/test\tmefw-0.png,i1l1l
1312,D:/CS4243_miniproj/captcha_img/test\2sxkz2vj-0.png,iiiili1i
1313,D:/CS4243_miniproj/captcha_img/test\s4o5wq-0.png,iurlii
1314,D:/CS4243_miniproj/captcha_img/test\7v1pp-0.png,ii1ii
1315,D:/CS4243_miniproj/captcha_img/test\nit5q4k5-0.png,cii11l
1316,D:/CS4243_miniproj/captcha_img/test\n0droc-0.png,illlii
1317,D:/CS4243_miniproj/captcha_img/test\3za8zi-0.png,iriilicl
1318,D:/CS4243_miniproj/captcha_img/test\f9e4h7-0.png,llluiiiii11
1319,D:/CS4243_miniproj/captcha_img/test\1ewq-0.png,1lii
1320,D:/CS4243_miniproj/captcha_img/test\6rqy5-0.png,iilii
1321,D:/CS4243_miniproj/captcha_img/test\qa8zt2-0.png,illill
1322,D:/CS4243_miniproj/captcha_img/test\skpcta-0.png,iiu1ii
1323,D:/CS4243_miniproj/captcha_img/test\t4mf679d-0.png,uiliii1i
1324,D:/CS4243_miniproj/captcha_img/test\5dhl0wds-0.png,iijiiii1
1325,D:/CS4243_miniproj/captcha_img/test\nz0v7-0.png,ijiii
1326,D:/CS4243_miniproj/captcha_img/test\0rlbarm-0.png,iiil1lc
1327,D:/CS4243_miniproj/captcha_img/test\ih616-0.png,iiilli
1328,D:/CS4243_miniproj/captcha_img/test\x4qqf-0.png,iliii
1329,D:/CS4243_miniproj/captcha_img/test\gczr1sen-0.png,iiliiiii
1330,D:/CS4243_miniproj/captcha_img/test\d7tnt-0.png,1ii1i
1331,D:/CS4243_miniproj/captcha_img/test\5z6pplh4-0.png,irllii1iii1li
1332,D:/CS4243_miniproj/captcha_img/test\mkb7-1.png,lli1l1
1333,D:/CS4243_miniproj/captcha_img/test\vy4gui26-0.png,1liijilii
1334,D:/CS4243_miniproj/captcha_img/test\aup1v-0.png,iiuii
1335,D:/CS4243_miniproj/captcha_img/test\1xut0w4-0.png,iiliiij
1336,D:/CS4243_miniproj/captcha_img/test\lcnhjr1-0.png,ii1ilii
1337,D:/CS4243_miniproj/captcha_img/test\z254-0.png,ilii
1338,D:/CS4243_miniproj/captcha_img/test\4o2pd-0.png,iilri
1339,D:/CS4243_miniproj/captcha_img/test\7olxc3k-0.png,iliiiil
1340,D:/CS4243_miniproj/captcha_img/test\cd2h9-0.png,iiiii
1341,D:/CS4243_miniproj/captcha_img/test\gksyty-0.png,iiiiii
1342,D:/CS4243_miniproj/captcha_img/test\w4tabh-0.png,iiiiii
1343,D:/CS4243_miniproj/captcha_img/test\29bgk-0.png,iiiii
1344,D:/CS4243_miniproj/captcha_img/test\icbyn403-0.png,il1iiiir
1345,D:/CS4243_miniproj/captcha_img/test\2oy2f9-0.png,li1iii
1346,D:/CS4243_miniproj/captcha_img/test\cwaqxmf-0.png,iilliil
1347,D:/CS4243_miniproj/captcha_img/test\viv1ed3y-0.png,lviiiili
1348,D:/CS4243_miniproj/captcha_img/test\ugb5g9aw-0.png,llii1iii
1349,D:/CS4243_miniproj/captcha_img/test\r00pd-0.png,lllli
1350,D:/CS4243_miniproj/captcha_img/test\5hquho-0.png,ii1lii
1351,D:/CS4243_miniproj/captcha_img/test\gw3l-0.png,iii1
1352,D:/CS4243_miniproj/captcha_img/test\9eub-0.png,iiii
1353,D:/CS4243_miniproj/captcha_img/test\qhcf4-0.png,llici
1354,D:/CS4243_miniproj/captcha_img/test\8vlq5ln-0.png,iliiiii
1355,D:/CS4243_miniproj/captcha_img/test\d1p4-0.png,uiii
1356,D:/CS4243_miniproj/captcha_img/test\4wqu-0.png,liii
1357,D:/CS4243_miniproj/captcha_img/test\kp7km1da-0.png,ciiiii1l
1358,D:/CS4243_miniproj/captcha_img/test\3s10de-0.png,jiiiil
1359,D:/CS4243_miniproj/captcha_img/test\3easf-0.png,1ili
1360,D:/CS4243_miniproj/captcha_img/test\y3ux06-0.png,iijii1
1361,D:/CS4243_miniproj/captcha_img/test\4ox0xwz-0.png,iliiiii
1362,D:/CS4243_miniproj/captcha_img/test\b4dmm-0.png,iliii
1363,D:/CS4243_miniproj/captcha_img/test\q7mqc9-0.png,il1cii
1364,D:/CS4243_miniproj/captcha_img/test\sklg-0.png,ilir
1365,D:/CS4243_miniproj/captcha_img/test\odh7p55l-0.png,iisu11liv
1366,D:/CS4243_miniproj/captcha_img/test\wybb-0.png,111l
1367,D:/CS4243_miniproj/captcha_img/test\a0vz-0.png,i1ii
1368,D:/CS4243_miniproj/captcha_img/test\pszr607-0.png,ilijili1
1369,D:/CS4243_miniproj/captcha_img/test\bgrel-0.png,liiui
1370,D:/CS4243_miniproj/captcha_img/test\pwq9d-0.png,lji1i
1371,D:/CS4243_miniproj/captcha_img/test\8a27-0.png,ilil
1372,D:/CS4243_miniproj/captcha_img/test\75jc4s-0.png,uliiii
1373,D:/CS4243_miniproj/captcha_img/test\nwh7hax4-0.png,i11ii1ll1
1374,D:/CS4243_miniproj/captcha_img/test\h2vr7-0.png,iiiil
1375,D:/CS4243_miniproj/captcha_img/test\a7nft-0.png,iii1i
1376,D:/CS4243_miniproj/captcha_img/test\ble2-0.png,1uiii
1377,D:/CS4243_miniproj/captcha_img/test\fmxc-0.png,llii
1378,D:/CS4243_miniproj/captcha_img/test\c1ja0-0.png,iiilil
1379,D:/CS4243_miniproj/captcha_img/test\bwkx-0.png,jiii
1380,D:/CS4243_miniproj/captcha_img/test\vkfr-0.png,iici
1381,D:/CS4243_miniproj/captcha_img/test\poqcdy-0.png,ililli
1382,D:/CS4243_miniproj/captcha_img/test\haps2-0.png,iliic
1383,D:/CS4243_miniproj/captcha_img/test\4o2s-0.png,ciii
1384,D:/CS4243_miniproj/captcha_img/test\wvefdi-0.png,iliiii
1385,D:/CS4243_miniproj/captcha_img/test\t9zn2ll7-0.png,1iliiiiiiilil
1386,D:/CS4243_miniproj/captcha_img/test\kdghy-0.png,iiiii
1387,D:/CS4243_miniproj/captcha_img/test\jg00cgpr-0.png,iiliiilil
1388,D:/CS4243_miniproj/captcha_img/test\r9uns6-0.png,ili11j
1389,D:/CS4243_miniproj/captcha_img/test\q7u1e9-0.png,ijliii
1390,D:/CS4243_miniproj/captcha_img/test\jkhr8c-0.png,iiiiii
1391,D:/CS4243_miniproj/captcha_img/test\e9ho-0.png,iiii
1392,D:/CS4243_miniproj/captcha_img/test\exig-0.png,lii1i
1393,D:/CS4243_miniproj/captcha_img/test\fyqrwuqw-0.png,ilililil
1394,D:/CS4243_miniproj/captcha_img/test\iebwyn-0.png,1uiiiii
1395,D:/CS4243_miniproj/captcha_img/test\tpktuk6-0.png,iiiiiii
1396,D:/CS4243_miniproj/captcha_img/test\6gmo0yhp-0.png,li1li1ii
1397,D:/CS4243_miniproj/captcha_img/test\8yeix3b2-0.png,liiiiiil
1398,D:/CS4243_miniproj/captcha_img/test\xgyfaku-0.png,liil1il
1399,D:/CS4243_miniproj/captcha_img/test\7vs7l-0.png,liliu
1400,D:/CS4243_miniproj/captcha_img/test\dbhfyd-0.png,i1iiii
1401,D:/CS4243_miniproj/captcha_img/test\fx8w6-0.png,iirii
1402,D:/CS4243_miniproj/captcha_img/test\lhps-0.png,i1l1
1403,D:/CS4243_miniproj/captcha_img/test\k0xd91dp-0.png,ili1ili1
1404,D:/CS4243_miniproj/captcha_img/test\24y0s85-0.png,li1ii1i
1405,D:/CS4243_miniproj/captcha_img/test\ccmk-0.png,iiii
1406,D:/CS4243_miniproj/captcha_img/test\ptp4m-0.png,iliii
1407,D:/CS4243_miniproj/captcha_img/test\13v4msh-0.png,iiiilli
1408,D:/CS4243_miniproj/captcha_img/test\tmv26-0.png,vii1li
1409,D:/CS4243_miniproj/captcha_img/test\05pb-0.png,llii
1410,D:/CS4243_miniproj/captcha_img/test\q2vnjl-0.png,c1iili
1411,D:/CS4243_miniproj/captcha_img/test\220ofgki-0.png,iiiliicilll
1412,D:/CS4243_miniproj/captcha_img/test\7aj8s1cr-0.png,iiliii1
1413,D:/CS4243_miniproj/captcha_img/test\1wu0cul-0.png,jiii1ii
1414,D:/CS4243_miniproj/captcha_img/test\8eqthhxs-0.png,jiiiii1
1415,D:/CS4243_miniproj/captcha_img/test\ngqm-0.png,iii1
1416,D:/CS4243_miniproj/captcha_img/test\39uww47-0.png,ii1i1iu
1417,D:/CS4243_miniproj/captcha_img/test\t4ls-0.png,lcii
1418,D:/CS4243_miniproj/captcha_img/test\steu-0.png,iiii
1419,D:/CS4243_miniproj/captcha_img/test\pta18-0.png,iiiil
1420,D:/CS4243_miniproj/captcha_img/test\uxrd-0.png,illl
1421,D:/CS4243_miniproj/captcha_img/test\rhrchlxw-0.png,iiiiii1i
1422,D:/CS4243_miniproj/captcha_img/test\o7wk-0.png,lvlu
1423,D:/CS4243_miniproj/captcha_img/test\49uqb-0.png,iilllii
1424,D:/CS4243_miniproj/captcha_img/test\wu5lx-0.png,iiiii1l
1425,D:/CS4243_miniproj/captcha_img/test\qn8yyv6-0.png,ili1iil
1426,D:/CS4243_miniproj/captcha_img/test\nf0q-0.png,irli
1427,D:/CS4243_miniproj/captcha_img/test\vdi82kz4-0.png,sil1iili
1428,D:/CS4243_miniproj/captcha_img/test\z5oi-0.png,1i1li
1429,D:/CS4243_miniproj/captcha_img/test\sr34i-0.png,clilii
1430,D:/CS4243_miniproj/captcha_img/test\wgow5-0.png,jilii
1431,D:/CS4243_miniproj/captcha_img/test\7vseu-0.png,iliii
1432,D:/CS4243_miniproj/captcha_img/test\0sia-0.png,1iii
1433,D:/CS4243_miniproj/captcha_img/test\8y9a-0.png,liii
1434,D:/CS4243_miniproj/captcha_img/test\42fs-0.png,iiil
